page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
2,18,save | hide,CartonCloud,"Jul 28, 2025 12.57 PM",that offers cloud-based solutions for__ CartonCloud is a logistics software provider cairtoncloud,cartoncloud.com,51-200,,Australia,Queensland,Burleigh Heads,Venture Capital,2014,2014,10.8,"Jan 30, 2022",Series,nla,nla,qic comau,"27-29 Dover Drive; Burleigh Heads, QLD 4220, AU",1% | 3% | 3% | 10% | 44% | 116 % | 209% | 11%,"save | hide | CartonCloud | Jul 28, 2025 12.57 PM | that offers cloud-based solutions for__ | CartonCloud is a logistics software provider | cartoncloud.com | 51-200 | Australia | Queensland | Burleigh Heads | cairtoncloud | Load contacts | ntacts | Venture Capital | 2014 | 10.8 | 8.5 | Jan 30, 2022 | Series | nla | nla | qic comau | nla | nla | nla | nla | 1% | 3% | 3% | 10% | 44% | 116 % | 209% | 11% | 27-29 Dover Drive; Burleigh Heads, QLD 4220, AU | nla | nla | nla | nla | nla"
2,19,save,Eturnity AG,"Jul 28, 2025 12.57 PM",Eturnity AG is specializing in renewable energy solutions. software company eturnity ch nla jurnity-ag,,51-200,,Switzerland,Grisons,Chur,Private Equity,2012,2012,8.8,,Series,Alantra,nla,Venture Kick,,,"save | Eturnity AG | Jul 28, 2025 12.57 PM | Eturnity AG is | specializing in renewable energy solutions. | software company | eturnity ch | 51-200 | nla | Switzerland | Grisons | Chur | jurnity-ag | Load contacts | ntacts | Private Equity | 2012 | 8.8 | 8.8 | Nun | 2023 | Series | Alantra | nla | Venture Kick | nla | nla | nla | nla | nla | nla | nfa | nla | nla | nla | nla | nla | nla | nla | nla | nla | nla | nla"
2,20,save | hide,Chain.io,"Jul 28, 2025 12.57 PM",specializes Chain.io is a logistics software provider that integration solutions for the. chain.io Philadelphia Jain.io,Chain.io,11-50,,United States,(USA),Pennsylvania,Venture Capital,2017,2017,,"Jun 14, 2022",Series,Eve Atlas,nla,Eve Atlas,"399 Market Street; Suite 360; Philadelphia; PA 19106,US",~3% | -11% | 11% | ~17% | -17% | ~33% | ~34% | 18 % | 146% | 128 %,"save | hide | Chain.io | Jul 28, 2025 12.57 PM | specializes | Chain.io is a logistics software provider that | integration solutions for the. | chain.io | 11-50 | United States | (USA) | Pennsylvania | Philadelphia | Jain.io | Load contacts | ntacts | Venture Capital | 2017 | Jun 14, 2022 | Series | Eve Atlas | nla | Eve Atlas | Wa} | nla | nla | nla | nla | ~3% | -11% | 11% | ~17% | -17% | ~33% | ~34% | 18 % | 146% | 128 % | 399 Market Street; Suite 360; Philadelphia; PA 19106,US | nla | nla | nla | nla | nlal"
2,21,save | hide,Deck Commerce,"Jul 28, 2025 12.57 PM",specializing in order management systems technology provider deckcommerce com St: Louis duck-commerce,,11-50,,United States,(USA),Missouri,Venture Capital,2015,2015,12.5,"Oct 11, 2021",Series,Plymouth Growth,nla,Arsenal Capital M:,"Brentwood Blvd; St Louis, Missouri, US","-4% | -12% | -10% | 18 % | ~24% | 18 % | 46% | 1,148%","save | hide | Deck Commerce | Jul 28, 2025 12.57 PM | Deck Commerce | specializing in order management systems | technology provider | deckcommerce com | 11-50 | United States | (USA) | Missouri | St: Louis | duck-commerce | Load contacts | ntacts | Venture Capital | 2015 | 12.5 | 7.8 | Oct 11, 2021 | Series | Plymouth Growth | nla | Arsenal Capital M: | nla | nla | nla | nla | -4% | -12% | -10% | 18 % | ~24% | 18 % | 46% | 1,148% | 1750 : | Brentwood Blvd; St Louis, Missouri, US | nla | nla | nla | nla | nla"
2,22,save | hide,Ttez (New Core Tech),"Jul 28, 2025 12.57 PM","Shanghai Niuku Information Technology Ltd. is a technology solutions provider __ Co,, xinheyun",xinheyun.com,51-200,,China,Shanghai,Shanghai,Venture Capital,2014,2014,54.2,"Aug 22, 2021",Series,Cowin Venture Capital,nla,IDG Capital,"QWA_61078; Exm, :wm 200000, CN",9% | 9% | 43% | 91% | 187%,"save | hide | Ttez (New Core Tech) | Jul 28, 2025 12.57 PM | Shanghai Niuku Information Technology | Ltd. is a technology solutions provider __ | Co,, | xinheyun.com | 51-200 | China | Shanghai | Shanghai | xinheyun | Load contacts | ntacts | Venture Capital | 2014 | 54.2 | 30.9 | Aug 22, 2021 | Series | Cowin Venture Capital | nla | IDG Capital | nla | nla | nla | nla | nla | nla | nfa | 9% | 9% | 43% | 91% | 187% | nla | QWA_61078; Exm, :wm 200000, CN | nla | nla | nla | nla | nla"
2,23,save,Cradle Technology Services (Pty) Ltd,"Jul 28, 2025 12.57 PM",solutions provider specializing in barcoding_. Cradle Technology Services technology cradle.co.za South Africa Western Cape Cape Town cradle-technology- services-pty-Itd,cradle.co,11-50,,,,,Venture Capital,2000,2000,,"Jul 7, 2019",Series,Knife Capital,nla,Knife Capital,"Olive Grove Business Park; Old Paardevlei Road,",-4% | -4% | 4% | ~4% | -4% | 11%,"save | Cradle Technology Services (Pty) Ltd | Jul 28, 2025 12.57 PM | solutions provider specializing in barcoding_. | Cradle Technology Services | technology | cradle.co.za | 11-50 | South Africa | Western Cape | Cape Town | cradle-technology- | services-pty-Itd | Load contacts | ntacts | Venture Capital | 2000 | nla | Jul 7, 2019 | Series | Knife Capital | nla | Knife Capital | nla | nla | nla | nla | -4% | -4% | 4% | ~4% | -4% | nla | nla | nla | 11% | nla | Unit Za | Somerset West; Cape Town; Western Cape 7130, ZA | 3a | Olive Grove Business Park; Old Paardevlei Road, | nla | nla | nla | nla | nla"
2,24,save,Camunda,"Jul 28, 2025 12.57 PM",specializes workflow and decision . software company that ~camunda com caimunda-services - ginbh,,"501-1,000",550,Germany,Berlin,Berlin,Private Equity,2008,2008,126.2,"Mar 21, 2021",Series,Highland Europe,nla,Highland Europe,"Strasse 55-58; Berlin, Deutschland 10961,DE",2% | 6% | 16 % | 50% | 75% | 93% | 202% | -9%,"save | Camunda | Jul 28, 2025 12.57 PM | specializes | Camunda | workflow and decision . | software company that | ~camunda com | 501-1,000 | 550 | Germany | Berlin | Berlin | caimunda-services - | ginbh | Load contacts | ntacts | Private Equity | 2008 | 126.2 | 97.8 | Mar 21, 2021 | Series | Highland Europe | nla | Highland Europe | nla | nla | nla | nla | 2% | 6% | 16 % | 50% | 75% | 93% | 202% | -9% | Zossene | Strasse 55-58; Berlin, Deutschland 10961,DE | nla | nla | nla | nla | nla"
2,25,save | hide,BuyCo,"Jul 28, 2025 12.57 PM",BuyCo is in container shipping solutions. logistics platform that specializes offers a . Marseille buyco4shipping,buyco.co,51-200,,France,Provence-Alpes -,Cote D'Azur,Venture Capital,2015,2015,9.7,"Jul 23, 2023",Series,Banque Populaire du Sud,nla,Cma Cgm,"37 bld Paul Peyral; MARSEILLE, PACA 13006, FR",33% | 10% | 12% | -13% | 1% | 28% | 106%,"save | hide | BuyCo | Jul 28, 2025 12.57 PM | BuyCo is | in container shipping solutions. | logistics platform that specializes | offers a . | buyco.co | 51-200 | France | Provence-Alpes - | Cote D'Azur | Marseille | buyco4shipping | Load contacts | ntacts | Venture Capital | 2015 | 9.7 | nla | Jul 23, 2023 | Series | Banque Populaire du Sud | nla | Cma Cgm | Od | nla | nla | nla | nla | 33% | 10% | 12% | -13% | 1% | 28% | 106% | nla | 37 bld Paul Peyral; MARSEILLE, PACA 13006, FR | nla | nla | nla | nla | nla"
2,26,save | hide,paretos,"Jul 28, 2025 12.57 PM",in decision intelligence solutions. It offers AI__. Paretos technology company speciae lizing paretos com Heidelberg pilretosai,,51-200,,Germany,Wurttemberg,Baden -,Private Equity,2020,2020,19.8,"Oct 27, 2024",Series,Acton Capital,nla,UVC Partners,"Palo-Alto Platz 13; Heidelberg, Baden-Wurttemberg 69124,DE",3% | 23% | 52% | 52% | 70% | 431%,"save | hide | paretos | Jul 28, 2025 12.57 PM | in decision intelligence solutions. It offers AI__. | Paretos | technology company speciae | lizing | paretos com | 51-200 | Germany | Wurttemberg | Baden - | Heidelberg | pilretosai | Load contacts | ntacts | Private Equity | 2020 | 19.8 | Oct 27, 2024 | Series | Acton Capital | nla | UVC Partners | nla | nla | nla | nla | 3% | 23% | 52% | 52% | 70% | nla | nla | 431% | Palo-Alto Platz 13; Heidelberg, Baden-Wurttemberg 69124,DE | nla | nla | nla | nla | nla"
2,27,save | hide,Enode,"Jul 28, 2025 12.57 PM",provides API solutions for connecting and_ an energy technology company that eriode-io,enode.com,11-50,,Norway,Oslo,Oslo,Venture Capital,2020,2020,17.2,Nov 2022,Series,BoxGroup,nla,lowercarboncapita,"Inkognitogata; Oslo, NO","3% | 7%/ | 7% | 20% | 66 % | 252% | 650% | 1,900% | 45%","save | hide | Enode | Jul 28, 2025 12.57 PM | Enode | provides API solutions for connecting and_ | an energy technology company that | enode.com | 11-50 | Norway | Oslo | Oslo | eriode-io | Load contacts | ntacts | Venture Capital | 2020 | 17.2 | Nov | 2022 | Series | BoxGroup | nla | lowercarboncapita | nla | nla | nla | nla | 3% | 7%/ | 7% | 20% | 66 % | 252% | 650% | 1,900% | 45% | Inkognitogata; Oslo, NO | nla | nla | nla | nla | nla"
2,28,save | hide,LoyaltyLion,"Jul 28, 2025 12.57 PM",LoyaltyLion is offers software solutions to enhance: loyalty program provider that Ioyaltylion com London Ioyaltylion,,51-200,,United Kingdom,(UK),England,Venture Capital,2012,2012,7.3,Feb 2021,Series,Kennet Partners,nla,Downing,"20 Farringdon Street; London; England EC4A 4AB, GB",~5% | 5% | ~2% | ~20% | -29% | -17% | 73% | 0%,"save | hide | LoyaltyLion | Jul 28, 2025 12.57 PM | LoyaltyLion is | offers software solutions to enhance: | loyalty program provider that | Ioyaltylion com | 51-200 | United Kingdom | (UK) | England | London | Ioyaltylion | Load contacts | ntacts | Venture Capital | 2012 | 7.3 | Feb | 2021 | Series | Kennet Partners | nla | Downing | eclc | nla | nla | nla | nla | nla | ~5% | 5% | ~2% | ~20% | -29% | -17% | 73% | 0% | 20 Farringdon Street; London; England EC4A 4AB, GB | nla | nla | nla | nla | nla"
2,29,save | hide,Lucidchart,"Jul 28, 2025 12.57 PM",Lucid Software Inc. is that offers web-based diagramming_ software company lucidchart com South Jordan lucidchart,,"1,001-5,000","1,229",United States,(USA),Utah,Venture Capital,2010,2010,228,"Feb 28, 2021",Series,nla,nla,500 Global,"Feb 28, 2021",~21%,"save | hide | Lucidchart | Jul 28, 2025 12.57 PM | Lucid Software Inc. is | that offers | web-based diagramming_ | software company | lucidchart com | 1,001-5,000 | 1,229 | United States | (USA) | Utah | South Jordan | lucidchart | Load contacts | ntacts | Venture Capital | 2010 | nla | Feb 28, 2021 | Series | nla | nla | 500 Global | nla | nla | nla | 228 | nla | nla | nla | nfa | nla | nla | nla | nla | nla | ~21% | nla | nla | nla | nla | nla | nla"
2,30,save | hide,#ane(ttz)ee#XTir4&,"Jul 28, 2025 12.57 PM",YMNE (1t3) {8R2XTIRA] technology company specializing digital__. techbloom net %e5%8c997%e4_ % e5%8d%8e%e6.,,51-200,,China,Beijing,Beijing,Venture Capital,2011,2011,2023,Jan 2023,Series,Susquehanna Asia Venture,nla,A-capital com cn,"1t5m 100176, CN",5% | 46% | 35% | 72%,"save | hide | #ane(ttz)ee#XTir4& | Jul 28, 2025 12.57 PM | YMNE (1t3) {8R2XTIRA] | technology company specializing | digital__. | techbloom net | 51-200 | China | Beijing | Beijing | %e5%8c997%e4_ | % e5%8d%8e%e6. | Load contacts | ntacts | Venture Capital | 2011 | nla | Jan | 2023 | Series | Susquehanna Asia Venture | nla | A-capital com cn | nla | nla | nla | nla | nla | nla | nfa | nla | 5% | 46% | 35% | 72% | nla | ItRTSxWb/ KYSNiDC*#835351826351; 1b5T , | 1t5m 100176, CN | nla | nla | nla | nla | nla"
2,31,save | hide,Apicbase,"Jul 28, 2025 12.57 PM",comprehensive F&B management platform __ software company that provides get apicbase com apicbase,,51-200,,Belgium,Flanders,Antwerp,Venture Capital,2017,2017,8.5,"May 18, 2021",Series,Ark Angels Activator Fund,nla,Newion,"Samberstraat 3; Antwerp, Flemish Region 2060, BE",-4% | ~9% | 9% | -16% | -16 % | 9% | ~27% | 17% | 51%,"save | hide | Apicbase | Jul 28, 2025 12.57 PM | Apicbase | comprehensive F&B management platform __ | software company that provides | get apicbase com | 51-200 | Belgium | Flanders | Antwerp | apicbase | Load contacts | ntacts | Venture Capital | 2017 | 8.5 | May 18, 2021 | Series | Ark Angels Activator Fund | nla | Newion | Ark A | nla | nla | nla | nla | -4% | ~9% | 9% | -16% | -16 % | 9% | ~27% | 17% | 51% | nla | Samberstraat 3; Antwerp, Flemish Region 2060, BE | nla | nla | nla | nla | nla"
2,32,save,Epic Gardening,"Jul 28, 2025 12.57 PM",Epic Gardening is a gardening supply retailer that offers wide range of products includin__. epicgardening com Broomfield ejiic-gardening,,51-200,,United States,(USA),Colorado,Venture Capital,2013,2013,17.5,"Dec 20, 2021",Series,Tcg,Corporate,Tcg,"660 Compton St; Broomfield, Colorado 80020, US","7%/ | 4% | 24% | 94% | 323% | 1,340% | 3,500% | -10%","save | Epic Gardening | Jul 28, 2025 12.57 PM | Epic Gardening is a gardening supply retailer | that offers | wide range of products includin__. | epicgardening com | 51-200 | United States | (USA) | Colorado | Broomfield | ejiic-gardening | Load contacts | ntacts | Venture Capital | 2013 | 17.5 | 17.5 | Dec 20, 2021 | Series | Tcg | Corporate | Tcg | Modern Farmer | nla | nla | 7%/ | 4% | 24% | 94% | 323% | 1,340% | 3,500% | -10% | 660 Compton St; Broomfield, Colorado 80020, US | nla | nla | nla | nla | nla"
2,33,save,OneRail,"Jul 28, 2025 12.57 PM",last mile delivery solutions. They offer OneRail is = logistics company specializing in onerail com Orlando erail-finalmile,,51-200,189,United States,(USA),Florida,Venture Capital,2018,2018,109.5,"Nov 20, 2024",,,,,"8427 Southpark Circle; 200; Orlando, Florida 32819, US",10% | 11% | 32% | 24% | 85 %,"save | OneRail | Jul 28, 2025 12.57 PM | last mile delivery solutions. They offer | OneRail is = | logistics company specializing in | onerail com | 51-200 | 189 | United States | (USA) | Florida | Orlando | erail-finalmile | Load contacts | ntacts | Venture Capital | 2018 | 109.5 | Nov 20, 2024 | Series C | Aliment Capital | Corporate | Trimble Ventures | Orderbot Software | nla | nla | 10% | 11% | 32% | 24% | 85 % | nla | nla | nla | 8427 Southpark Circle; 200; Orlando, Florida 32819, US | nla | nla | nla | nla"
2,34,save | hide,Earri#WEE TRA],"Jul 28, 2025 12.57 PM","Shanghai Fineex Supply Chain Management Co , Ltd_ logistics company that__. fineex com le4%b8%8a%e6_",,"501-1,000",,China,Shanghai,Shanghai,Venture Capital,2006,2006,160.8,"Jun 15, 2023",Series,nla,nla,P#LERECi?,"2Wb218588535*71+3217-32272; EXem, ENm",1% | 1% | -9% | ~34% | 30%,"save | hide | Earri#WEE TRA] | Jul 28, 2025 12.57 PM | Shanghai Fineex Supply Chain Management | Co , Ltd_ | logistics company that__. | fineex com | 501-1,000 | China | Shanghai | Shanghai | le4%b8%8a%e6_ | Load contacts | ntacts | Venture Capital | 2006 | 160.8 | Jun 15, 2023 | Series | nla | nla | P#LERECi? | nla | nla | nla | nla | nla | 1% | 1% | nla | -9% | ~34% | 30% | nla | 200431, CN | 2Wb218588535*71+3217-32272; EXem, ENm | nla | nla | nla | nla | nlal"
2,35,save,Distru,"Jul 28, 2025 12.57 PM",Distru is : cannabis ERP solutions: It offers a_ software company specializing in distru com Oakland distru,,11-50,,United States,(USA),California,Venture Capital,2016,2016,,"Nov 19, 2024",Series,Global Founders Capital AF,nla,Poseidon Investma,"330 Znd St:; Oakland, CA 94607, US",13% | 25% | 40% | 59% | 25% | 96% | 180% | -28%,"save | Distru | Jul 28, 2025 12.57 PM | Distru is : | cannabis ERP solutions: It offers a_ | software company specializing in | distru com | 11-50 | United States | (USA) | California | Oakland | distru | Load contacts | ntacts | Venture Capital | 2016 | Nov 19, 2024 | Series | Global Founders Capital AF | nla | Poseidon Investma | nla | nla | nla | nla | 13% | 25% | 40% | 59% | 25% | 96% | 180% | -28% | 330 Znd St:; Oakland, CA 94607, US | nla | nla | nla | nla | nla"
2,36,save | hide,Threecolts,"Jul 28, 2025 12.57 PM",ecommerce solutions for retail vendors an__. software company specializing threecolts com London threecolts,,"501-1,000",303,United Kingdom,(UK),England,Venture Capital,2021,2021,90.7,Mar 2023,Series,coventure.Vc,Corporate,Stratos Technolog,"London, GB","10% | 33% | 124% | 248% | 657% | 10,000% | 431%","save | hide | Threecolts | Jul 28, 2025 12.57 PM | Threecolts | ecommerce solutions for retail vendors an__. | software company | specializing | threecolts com | 501-1,000 | 303 | United Kingdom | (UK) | England | London | threecolts | Load contacts | ntacts | Venture Capital | 2021 | 90.7 | 90.7 | Mar | 2023 | Series | coventure.Vc | Corporate | Stratos Technolog | Hemi Connect | nla | nla | 10% | 33% | 124% | 248% | 657% | 10,000% | nla | 431% | London, GB | nla | nla | nla | nla | nla"
2,37,save | hide,"Logile, Inc.","Jul 28, 2025 12.57 PM",Logile is offers software solutions for labor_. retail technology provider that Southlake logile-inc-,logile.com,201-500,212,United States,(USA),Texas,Private Equity,2005,2005,32,"Jan 30, 2023",Series,Sixth Street,nla,Sixth Street,"Southlake Blvd ; Suite 120; Southlake, TX 76052, US",1% | ~2% | 2% | ~6% | 6% | 3% | 28% | 55% | -28%,"save | hide | Logile, Inc. | Jul 28, 2025 12.57 PM | Logile is | offers software solutions for labor_. | retail technology provider that | logile.com | 201-500 | 212 | United States | (USA) | Texas | Southlake | logile-inc- | Load contacts | ntacts | Private Equity | 2005 | nla | Jan 30, 2023 | Series | Sixth Street | nla | Sixth Street | nla | nla | nla | 32 | nla | 1% | ~2% | 2% | ~6% | 6% | 3% | 28% | 55% | nla | -28% | 2600 | Southlake Blvd ; Suite 120; Southlake, TX 76052, US | nla | nla | nla | nla | nla"
2,38,save | hide,Hivery,"Jul 28, 2025 12.57 PM",HIVERY is a retail technology company specializing in Al-driven solutions for_. hivery com hivery,,51-200,,Australia,New South Wales,Surry Hills,Private Equity,2015,2015,43.4,"Jul 13, 2022",Series,ASI Growth Partners,nla,The Coca-Cola Cc,"Surry Hills, New South Wales 2010, AU",~66% | 90% | 98 % | 98 % | 98 % | 98 % | ~97% | 89%,"save | hide | Hivery | Jul 28, 2025 12.57 PM | HIVERY is a retail technology company | specializing in Al-driven solutions for_. | hivery com | 51-200 | Australia | New South Wales | Surry Hills | hivery | Load contacts | ntacts | Private Equity | 2015 | 43.4 | 29.2 | Jul 13, 2022 | Series | ASI Growth Partners | nla | The Coca-Cola Cc | nla | nla | nla | nla | ~66% | 90% | 98 % | 98 % | 98 % | 98 % | ~97% | 89% | Surry Hills, New South Wales 2010, AU | nla | nla | nla | nla | nla"
2,39,save | hide,ClimateAi,"Jul 28, 2025 12.57 PM",that offers advanced Al-driven solutions for__. ClimateAi is - climate intelligence provider San Francisco climateai,climate.ai,51-200,,United States,(USA),California,Venture Capital,2017,2017,38.2,"Apr 12, 2023",Series,academyinvestorcom,Venture Capital,FootPrint Coalition,"353 Sacramento St; San Francisco, California 94111, US",6% | 6% | ~31% | ~33% | -15% | 37% | 218 % | 69%,"save | hide | ClimateAi | Jul 28, 2025 12.57 PM | that offers advanced Al-driven solutions for__. | ClimateAi is - | climate intelligence provider | climate.ai | 51-200 | United States | (USA) | California | San Francisco | climateai | Load contacts | ntacts | Venture Capital | 2017 | 38.2 | Apr 12, 2023 | Series | academyinvestorcom | Venture Capital | FootPrint Coalition | nla | nla | nla | nla | 6% | 6% | ~31% | ~33% | -15% | 37% | 218 % | 69% | 353 Sacramento St; San Francisco, California 94111, US | nla | nla | nla | nla | nla"
2,40,save | hide,Onfleet,"Jul 28, 2025 12.57 PM",specializing in last mile delivery solutions T_ Onfleet is a logistics software provider onfleet com San Francisco ollfleet,,51-200,,United States,(USA),California,Private Equity,2015,2015,41.9,,Series,Almanac,nla,Sgh,"717 California St; San Francisco, California 94108, US",5% | 2% | 7%/ | 7% | -12% | ~25% | 6% | 137% | -23%,"save | hide | Onfleet | Jul 28, 2025 12.57 PM | specializing in last mile delivery solutions T_ | Onfleet is a logistics software provider | onfleet com | 51-200 | United States | (USA) | California | San Francisco | ollfleet | Load contacts | ntacts | Private Equity | 2015 | 41.9 | UJun | 2022 | Series | Almanac | nla | Sgh | bossa ini | nla | nla | nla | nla | 5% | 2% | 7%/ | 7% | -12% | ~25% | 6% | 137% | -23% | 717 California St; San Francisco, California 94108, US | nla | nla | nla | nla | nla"
2,41,save | hide,Inspectorio,"Jul 28, 2025 12.57 PM",specializing in supply chain management__. technology solutions provider Minneapolis inspectorio,inspectorio.com,201-500,237,United States,(USA),Minnesota,Private Equity,2015,2015,65.8,"Jan 30, 2022",Series,bossa invest,nla,bossa invest,"6th St ; Suite 3900; Minneapolis, Minnesota MN 55402,",1% | 0% | 2% | 9% | 3% | 44% | 75% | 30%,"save | hide | Inspectorio | Jul 28, 2025 12.57 PM | Inspectorio | specializing in supply chain management__. | technology solutions provider | inspectorio.com | 201-500 | 237 | United States | (USA) | Minnesota | Minneapolis | inspectorio | Load contacts | ntacts | Private Equity | 2015 | 65.8 | Jan 30, 2022 | Series | bossa invest | nla | bossa invest | nla | nla | nla | 32 | nla | 1% | 0% | 2% | 9% | 3% | 44% | 75% | 30% | 225 | US | 6th St ; Suite 3900; Minneapolis, Minnesota MN 55402, | nla | nla | nla | nla | nla"
2,42,save | hide,Easyship,"Jul 28, 2025 12.57 PM",offers eCommerce businesses tools to Easyship is shipping software provider that eaisyship,easyship.com,51-200,163,United States,(USA),New York,Venture Capital,2015,2015,,"Nov 28, 2018",Series,500 Global,nla,500 Global,"61 Broadway; Suite 1705; New York; New York 10006, US",~2% | 2% | -7% | -17% | 7% | 48% | 96%,"save | hide | Easyship | Jul 28, 2025 12.57 PM | offers eCommerce businesses tools to | Easyship is | shipping software provider that | easyship.com | 51-200 | 163 | United States | (USA) | New York | New York | eaisyship | Load contacts | ntacts | Venture Capital | 2015 | Nov 28, 2018 | Series | 500 Global | nla | 500 Global | nla | nla | nla | nla | nla | ~2% | 2% | -7% | -17% | 7% | 48% | 96% | nla | 61 Broadway; Suite 1705; New York; New York 10006, US | nla | nla | nla | nla | nla"
2,43,save,SpaceFill,"Jul 28, 2025 12.57 PM",Spacefill is a logistics technology provider that offers 3PL management platform__ spacefill fr nia,,51-200,,France,ile-De-France,Paris,Private Equity,2018,2018,23.2,"Mar 15, 2022",Series,Bonsai Partners,nla,NGP Capital,"Mar 15, 2022",~4%,"save | SpaceFill | Jul 28, 2025 12.57 PM | Spacefill is a logistics technology provider | that offers | 3PL management platform__ | spacefill fr | 51-200 | nia | France | ile-De-France | Paris | Load contacts | ntacts | Private Equity | 2018 | 23.2 | Mar 15, 2022 | Series | Bonsai Partners | nla | NGP Capital | nla | nla | nla | nla | nla | nla | nfa | nla | nla | nla | nla | nla | ~4% | nla | nla | nla | nla | nla | nla"
2,44,save | hide,Deskera,"Jul 28, 2025 12.57 PM",Deskera is = offers integrated solutions for accounting;_ business software provider that Minneapolis duiskera,deskera.com,51-200,125,United States,(USA),Minnesota,Venture Capital,2008,2008,182.8,"Jul 15, 2024",Series,Jungle Ventures,nla,InnoVen Capital In,"729 N Washington Ave; 6th Floor; Minneapolis, MN 55401, US",~6% | -14% | -23% | -29% | 30% | ~25% | ~54% | 5%,"save | hide | Deskera | Jul 28, 2025 12.57 PM | Deskera is = | offers integrated solutions for accounting;_ | business software provider that | deskera.com | 51-200 | 125 | United States | (USA) | Minnesota | Minneapolis | duiskera | Load contacts | ntacts | Venture Capital | 2008 | 182.8 | nla | Jul 15, 2024 | Series | Jungle Ventures | nla | InnoVen Capital In | nla | nla | nla | nla | ~6% | -14% | -23% | -29% | 30% | ~25% | ~54% | 5% | 729 N Washington Ave; 6th Floor; Minneapolis, MN 55401, US | nla | nla | nla | nla | nla"
2,45,save | hide,Vertuoza,"Jul 28, 2025 12.57 PM",software provider that offers construction management comprehensi_. vertuoza com Veirtuoza,,51-200,107,Belgium,Wallonia,Nivelles,Venture Capital,2020,2020,11.9,"Oct 12, 2023",Series,Fortino Capital,nla,XAnge,"16 Rue Louis Braille; Nivelles, 1400, BE","2% | 11% | 33% | 48% | 189% | 723% | 5,250% | -13%","save | hide | Vertuoza | Jul 28, 2025 12.57 PM | software provider that offers | Vertuoza | construction management | comprehensi_. | vertuoza com | 51-200 | 107 | Belgium | Wallonia | Nivelles | Veirtuoza | Load contacts | ntacts | Venture Capital | 2020 | 11.9 | 10.5 | Oct 12, 2023 | Series | Fortino Capital | nla | XAnge | wing-( | nla | nla | nla | nla | 2% | 11% | 33% | 48% | 189% | 723% | 5,250% | -13% | 16 Rue Louis Braille; Nivelles, 1400, BE | nla | nla | nla | nla | nla"
2,46,save | hide,Crisp,"Jul 28, 2025 12.57 PM",provides data analytics company that collaborative commerce platform__ gocrisp com Bentonville gucrisp,,201-500,260,United States,(USA),Arkansas,Venture Capital,2016,2016,128,"Sep 24, 2024",Series,Cox Enterprises,Corporate,Evolution Venture:,"Bentonville, AR 72764, US",31% | 39% | 53% | 120% | 154% | 312% | 504% | 21%,"save | hide | Crisp | Jul 28, 2025 12.57 PM | provides | Crisp | data analytics company that | collaborative commerce platform__ | gocrisp com | 201-500 | 260 | United States | (USA) | Arkansas | Bentonville | gucrisp | Load contacts | ntacts | Venture Capital | 2016 | 128 | Sep 24, 2024 | Series | Cox Enterprises | Corporate | Evolution Venture: | ATLAS Technolog: | nla | nla | 31% | 39% | 53% | 120% | 154% | 312% | 504% | 21% | Bentonville, AR 72764, US | nla | nla | nla | nla | nla"
2,47,save | hide,Metacommerce,"Jul 28, 2025 12.57 PM",Metacommerce is = company that provides software solutions fo_. market analysis service metacommerce ru Russia Moscow Moscow etacommerce-io,,11-50,,,,,Venture Capital,2011,2011,0.9,"Sep 11, 2016",Series,Internet Initiatives Developi,nla,Internet Initiatives,"Vostochnaya str;; 4-1, build: 10; Moscow; Moscow 115280,RU",~2% | 2% | 6% | 11% | 29%,"save | hide | Metacommerce | Jul 28, 2025 12.57 PM | Metacommerce is = | company that provides software solutions fo_. | market analysis service | metacommerce ru | 11-50 | Russia | Moscow | Moscow | etacommerce-io | Load contacts | ntacts | Venture Capital | 2011 | 0.9 | Sep 11, 2016 | Series | Internet Initiatives Developi | nla | Internet Initiatives | nla | nla | nla | nla | ~2% | nla | nfa | 2% | 6% | nla | 11% | 29% | nla | Vostochnaya str;; 4-1, build: 10; Moscow; Moscow 115280,RU | nla | nla | nla | nla"
2,48,save | hide,Emitwise,"Jul 28, 2025 12.57 PM",that provides solutions for businesses to tra_. carbon management company emitwise com London hitwise,,51-200,,United Kingdom,(UK),England,Venture Capital,2019,2019,,"Mar 30, 2022",Series,ArcTern Ventures,nla,Saltwater,"Mar 30, 2022",,"save | hide | Emitwise | Jul 28, 2025 12.57 PM | that provides solutions for businesses to tra_. | Emitwise | carbon management company | emitwise com | 51-200 | United Kingdom | (UK) | England | London | hitwise | Load contacts | ntacts | Venture Capital | 2019 | Mar 30, 2022 | Series | ArcTern Ventures | nla | Saltwater | Soc | nla | nla | nla | nla | nla | nla | nfa | nla | nfa | nfa | nla | nla | nla | nla | nla | nla | nla | nla | nla | nlal"
