page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
2,49,save | hide,Maven Machines,"Jul 28, 2025 12.57 PM",specializing in Al-powered solutions for_. software company mavenmachines con Pittsburgh maven-machines,,51-200,,United States,(USA),Pennsylvania,Venture Capital,2014,2014,10.1,"Sep 21, 2022",Series,nla,nla,Allos Ventures,"4117 Liberty Ave; Pittsburgh, Pennsylvania 15224, US",-23% | ~25% | -29% | ~27% | ~40% | ~51% | -44% | -23%,"save | hide | Maven Machines | Jul 28, 2025 12.57 PM | Maven Machines | specializing in Al-powered solutions for_. | software company | mavenmachines con | 51-200 | United States | (USA) | Pennsylvania | Pittsburgh | maven-machines | Load contacts | ntacts | Venture Capital | 2014 | 10.1 | Sep 21, 2022 | Series | nla | nla | Allos Ventures | nla | nla | nla | nla | -23% | ~25% | -29% | ~27% | ~40% | ~51% | -44% | -23% | 4117 Liberty Ave; Pittsburgh, Pennsylvania 15224, US | nla | nla | nla | nla | nla"
2,50,save | hide,ABM Cloud,"Jul 28, 2025 12.57 PM",provides cloud based solutions for business_ ABM Cloud is = technology company that abmcloud com Estonia Harju Tallinn %e2%80%93 -_ alim-cloud -,,51-200,150,,,,Venture Capital,2014,2014,,"Dec 20, 2020",Series,nla,nla,nla,"Tartu highway; 2; Tallinn, EE",~1% | 4% | 10% | 8% | 9% | ~1%,"save | hide | ABM Cloud | Jul 28, 2025 12.57 PM | provides cloud based solutions for business_ | ABM Cloud is = | technology company that | abmcloud com | 51-200 | 150 | Estonia | Harju | Tallinn | %e2%80%93 -_ | alim-cloud - | Load contacts | ntacts | Venture Capital | 2014 | Dec 20, 2020 | Series | nla | nla | nla | nla | nla | nla | nla | ~1% | 4% | 10% | 8% | 9% | nla | nla | ~1% | Tartu highway; 2; Tallinn, EE | nla | nla | nla | nla | nla"
2,51,save | hide,eSUB Construction Software,"Jul 28, 2025 12.57 PM",provider that offers solutions tailored for_ eSUB is : construction management software esub. com San Diego esub,,51-200,,United States,(USA),California,Private Equity,2008,2008,,"Apr 30, 2023",Series,Catalyst Investors,nla,Autodesk,"4875 Eastgate Mall Suite No. 250; San Diego, CA 92121, US",-2% | -2% | 2% | ~8 % | -8% | -44% | 50% | ~39% | ~53% | 63%,"save | hide | eSUB Construction Software | Jul 28, 2025 12.57 PM | provider that offers solutions tailored for_ | eSUB is : | construction management software | esub. | com | 51-200 | United States | (USA) | California | San Diego | esub | Load contacts | ntacts | Private Equity | 2008 | Apr 30, 2023 | Series | Catalyst Investors | nla | Autodesk | Cat | nla | nla | nla | nla | -2% | -2% | 2% | ~8 % | -8% | -44% | 50% | ~39% | ~53% | 63% | 4875 Eastgate Mall Suite No. 250; San Diego, CA 92121, US | nla | nla | nla | nla | nla"
2,52,save,Alvys,"Jul 28, 2025 12.57 PM",Alvys is a software company that specializes in transportation management solutions. It.. alvys com Solana Beach alvysinc,,51-200,134,United States,(USA),California,Venture Capital,2020,2020,26.8,"Jul 14, 2024",Series,Bonfire Ventures,nla,Picus Capital,"Solana Beach; CA 92075, US","-10% | ~6% | 6% | 17% | 67% | 103% | 1,575% | ~20%","save | Alvys | Jul 28, 2025 12.57 PM | Alvys is a software company that specializes | in transportation management solutions. | It.. | alvys com | 51-200 | 134 | United States | (USA) | California | Solana Beach | alvysinc | Load contacts | ntacts | Venture Capital | 2020 | 26.8 | 20.5 | Jul 14, 2024 | Series | Bonfire Ventures | nla | Picus Capital | nla | nla | nla | nla | -10% | ~6% | 6% | 17% | 67% | 103% | 1,575% | nla | ~20% | Solana Beach; CA 92075, US | nla | nla | nla | nla | nla"
2,53,save | hide,Omnea,"Jul 28, 2025 12.57 PM",that offers Omnea is a procurement automation provider suite of software solutions__. London oinnea,omnea.cO,51-200,,United Kingdom,(UK),England,Venture Capital,2022,2022,20,"Oct 13, 2024",Series,Accel,nla,Point Nine,"London, GB","48% | 71% | 154% | 456% | ,800% | 13%","save | hide | Omnea | Jul 28, 2025 12.57 PM | that offers | Omnea is a procurement automation provider | suite of software solutions__. | omnea.cO | 51-200 | United Kingdom | (UK) | England | London | oinnea | Load contacts | ntacts | Venture Capital | 2022 | 20 | Oct 13, 2024 | Series | Accel | nla | Point Nine | nla | nla | nla | nla | 48% | 71% | 154% | 456% | ,800% | nla | nla | 13% | London, GB | nla | nla | nla | nla | nla"
2,54,save | hide,Pricemoov,"Jul 28, 2025 12.57 PM",offers solutions for price management __ Pricemoov is pricing software provider that pricemoov com plicemoov,,51-200,,France,ile-De-France,Paris,Venture Capital,2016,2016,,"Apr 11, 2023",Series,Bpifrance,nla,Kima Ventures,"37 Avenue Trudaine; Paris, France 75009, FR",~6% | -21% | ~48% | ~69% | ~72% | ~46% | ~34% | 23%,"save | hide | Pricemoov | Jul 28, 2025 12.57 PM | offers solutions for price management __ | Pricemoov is | pricing software provider that | pricemoov com | 51-200 | France | ile-De-France | Paris | plicemoov | Load contacts | ntacts | Venture Capital | 2016 | Apr 11, 2023 | Series | Bpifrance | nla | Kima Ventures | nla | nla | nla | nla | ~6% | -21% | ~48% | ~69% | ~72% | ~46% | ~34% | 23% | 37 Avenue Trudaine; Paris, France 75009, FR | nla | nla | nla | nla | nla"
2,55,save | hide,melonn,"Jul 28, 2025 12.57 PM",Melonn is = fulfillment services for logistics company specializing in ~commerce and:_ melonn com Colombia Antioquia Puerto Nare,,51-200,247,,,,Venture Capital,2020,2020,24.5,Feb 2022,Series,Global Founders Capital AF,nla,Wollef,"Medellin; Antioquia 050022, CO",~5% | ~1% | 2% | 8% | 14% | 626% | 9%,"save | hide | melonn | Jul 28, 2025 12.57 PM | Melonn is = | fulfillment services for | logistics company specializing in | ~commerce and:_ | melonn com | 51-200 | 247 | Colombia | Antioquia | Puerto Nare | melonn | Load contacts | ntacts | Venture Capital | 2020 | 24.5 | Feb | 2022 | Series | Global Founders Capital AF | nla | Wollef | QED In | nla | nla | nla | 22 | nla | ~5% | ~1% | 2% | 8% | 14% | 626% | nla | 9% | Medellin; Antioquia 050022, CO | nla | nla | nla | nla | nla"
2,56,save | hide,Plandek,"Jul 28, 2025 12.57 PM",Plandek is specializes in providing engineering-_. software company that plandek com London plandek,,11-50,,United Kingdom,(UK),England,Private Equity,2017,2017,,"Oct 16, 2022",Series,YFM Equity Partners,nla,Supernode Global,"SEI OHS, GB",11% | 19% | 44% | 63% | 157% | 206% | 145% | -15%,"save | hide | Plandek | Jul 28, 2025 12.57 PM | Plandek is | specializes in providing engineering-_. | software company that | plandek com | 11-50 | United Kingdom | (UK) | England | London | plandek | Load contacts | ntacts | Private Equity | 2017 | Oct 16, 2022 | Series | YFM Equity Partners | nla | Supernode Global | nla | nla | nla | nla | 11% | 19% | 44% | 63% | 157% | 206% | 145% | -15% | The Print Rooms, Unit 313; 164-180 Union St; Southwark; London | SEI OHS, GB | nla | nla | nla | nla | nla"
2,57,save | hide,Wakeo,"Jul 28, 2025 12.57 PM",specializing in supply chain visibility solutio_. logistics technology provider wakeo,wakeo.co,51-200,,France,ile-De-France,Paris,Venture Capital,2016,2016,32.7,Dec 2023,Series,360 Capital,nla,50 Partners,"Rue Auber; Paris, ile-de-France 75009,FR",~4% | 4% | 9% | 25% | 51% | 195% | 300% | 25%,"save | hide | Wakeo | Jul 28, 2025 12.57 PM | Wakeo | specializing in supply chain visibility solutio_. | logistics technology provider | wakeo.co | 51-200 | France | ile-De-France | Paris | wakeo | Load contacts | ntacts | Venture Capital | 2016 | 32.7 | 19.5 | Dec | 2023 | Series | 360 Capital | nla | 50 Partners | nla | nla | nla | nla | nla | ~4% | 4% | 9% | 25% | 51% | 195% | 300% | 25% | Rue Auber; Paris, ile-de-France 75009,FR | nla | nla | nla | nla | nla"
2,58,save | hide,OnPoint E-commerce,"Jul 28, 2025 12.57 PM","based OnPoint i Vietnam, specializing for-profit e-commerce enabler providing _ onpoint:vn Vietnam Ho Chi Minh Ho Chi Minh City ouipointvn",,201-500,465,,,,Private Equity,2016,2016,40,"Jun 23, 2022",Series,SeaTown Holdings Internati,Corporate,Kiwoom Investmei,Ho chi minh; VN,5% | 16 % | 33% | 33 % | 64% | 105% | 239% | 777%,"save | hide | OnPoint E-commerce | Jul 28, 2025 12.57 PM | based | OnPoint i | Vietnam, specializing | for-profit e-commerce enabler | providing _ | onpoint:vn | 201-500 | 465 | Vietnam | Ho Chi Minh | Ho Chi Minh | City | ouipointvn | Load contacts | ntacts | Private Equity | 2016 | Jun 23, 2022 | Series | SeaTown Holdings Internati | Corporate | Kiwoom Investmei | Crea | nla | 40 | nla | 5% | 16 % | 33% | 33 % | 64% | 105% | 239% | 777% | nla | Ho chi minh; VN | nla | nla | nla | nla | nla"
2,59,save,CnM#aNRTJIRA],"Jul 28, 2025 12.57 PM","Co , Ltd_ Guangzhou Kuaipi Information Technology software company specializing kuaipi com cn %es%bg%bf%e5_",,51-200,,China,Guangdong,Guangzhou,Private Equity,2015,2015,,"Aug 31, 2015",Series,China Soft Capital,nla,Unity Ventures Jl;,Unity Ventures Jl;,~6% | 6% | ~6% | 6% | -11% | ~46% | ~34%,"save | CnM#aNRTJIRA] | Jul 28, 2025 12.57 PM | Co , Ltd_ | Guangzhou Kuaipi Information Technology | software company specializing | kuaipi com cn | 51-200 | China | Guangdong | Guangzhou | %es%bg%bf%e5_ | Load contacts | ntacts | Private Equity | 2015 | Aug 31, 2015 | Series | China Soft Capital | nla | Unity Ventures Jl; | nla | nla | nla | nla | nla | ~6% | 6% | ~6% | 6% | -11% | nla | ~46% | ~34% | nla | nla | nla | nla | nla | nla | nla"
2,60,save,Food Market Hub,"Jul 28, 2025 12.57 PM",Food Market Hub is provides procurement and inventory_. software company that Malaysia Kuala Lumpur Petaling Jaya fcodmarkethub,foodmarkethub.com,51-200,,,,,Venture Capital,2017,2017,12.9,Dec 2021,Series,500 Global,nla,Velocity Ventures,"100-2.0118013, 129 Offices (Block J), Jaya One, Jalan Prof",-7% | -18 % | ~15% | -15% | ~27% | ~33% | 32% | 416 %,"save | Food Market Hub | Jul 28, 2025 12.57 PM | Food Market Hub is | provides procurement and inventory_. | software company that | foodmarkethub.com | 51-200 | Malaysia | Kuala Lumpur | Petaling Jaya | fcodmarkethub | Load contacts | ntacts | Venture Capital | 2017 | 12.9 | 8.5 | Dec | 2021 | Series | 500 Global | nla | Velocity Ventures | nla | nla | nla | nla | -7% | -18 % | ~15% | -15% | ~27% | ~33% | 32% | 416 % | nla | Ungku Aziz Shah, Seksyen 13; Petaling Jaya, Selangor 46200, | 100-2.0118013, 129 Offices (Block J), Jaya One, Jalan Prof | nla | nla | nla | nla | nla"
2,61,save,One Data,"Jul 28, 2025 12.57 PM","provider that specializes in building,_ data management solutions e-data-it",onedata.ai,201-500,200,Germany,Bavaria,Munich,Venture Capital,2013,2013,44.9,"Jul 15, 2024",Series,HV Capital,nla,SALVIA GmbH,"PrinzregentenstraBe 50; Munich; Bavaria 80538, DE",~1% | ~2% | 2% | -10% | ~21% | 4%,"save | One Data | Jul 28, 2025 12.57 PM | provider that specializes in building,_ | One Data | data management solutions | onedata.ai | 201-500 | 200 | Germany | Bavaria | Munich | e-data-it | Load contacts | ntacts | Venture Capital | 2013 | 44.9 | 34.9 | Jul 15, 2024 | Series | HV Capital | nla | SALVIA GmbH | nla | nla | nla | 26 | nla | ~1% | ~2% | 2% | -10% | ~21% | nla | nla | nla | 4% | PrinzregentenstraBe 50; Munich; Bavaria 80538, DE | nla | nla | nla | nla"
2,62,save | hide,Pepper,"Jul 28, 2025 12.57 PM",Pepper i provides Pepper is = provides eCommerce solutions for food__ eCommerce technology company that solutions for food . usepepper com fepepper epepper,usepepper.com,11-50,168,United States,(USA),New York,Venture Capital,2019,2019,46,,Series,Greylock,nla,bossa invest,New York City; New York; US,1% | 5% | 60% | 216% | 216 % | 309% | 950% | 888% | 47%,"save | hide | Pepper | Jul 28, 2025 12.57 PM | Pepper i | provides | Pepper is = | provides eCommerce solutions for food__ | eCommerce | technology company that | solutions for | food . | usepepper com | usepepper.com | 11-50 | 168 | United States | (USA) | New York | New York | fepepper | epepper | Load contacts | ntacts | Venture Capital | 2019 | 46 | May 12 , 2024 | Series | Greylock | nla | bossa invest | nla | nla | nla | nla | 1% | 5% | 60% | 216% | 216 % | 309% | 950% | 888% | 47% | New York City; New York, US | New York City; New York; US | nla | nla | nla | nfa | nla | nlal"
2,63,save | hide,Kardinal,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM that specializes Kardinal is a logistics optimization company that specializes in Al-driven solutions for_. Al-driven solutions for__. kiirdinalai kairdinalai",kardinal.ai,11-50,,France,ile-De-France,Paris,Venture Capital,2015,2015,12.6,,Series,Bgv,nla,Serena,"Victoire; Paris, Ile-de-France 75009, FR",~1% | 32% | 7%/ | 7% | 3% | 14% | 128% | 128 % | 128 % | 128%,"save | hide | HK Kardinal | Kardinal | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | that specializes | Kardinal is a logistics optimization company | that specializes in Al-driven solutions for_. | Al-driven solutions for__. | kardinal.ai | 11-50 | France | ile-De-France | Paris | kiirdinalai | kairdinalai | Load contacts | ntacts | Venture Capital | 2015 | 12.6 | 10.4 | Jul = | Au | 2022 | Series | Bgv | nla | Serena | Plug & | Plug | nla | nla | nfa | nla | nla | nfa | ~1% | 32% | 7%/ | 7% | 3% | 14% | 128% | 128 % | 128 % | 128% | nla | 94, Rue de | 94, Rue de Ia Victoire; Paris, Ile-de-France 75009, FR | Victoire; Paris, Ile-de-France 75009, FR | nla | nla | nla | nfa | nla | ~nfa | nla"
2,64,save | hide,Bijak,"Jul 28, 2025 12.57 PM",connects farmers and traders with market: _ Bijak is an agricultural trading company that connects farmers and traders with market _. bijak in bijak.in bijakapp,,201-500,303,India,Haryana,Gurugram,Venture Capital,2019,2019,33.7,"Jan 19, 2022",Series,Bertelsmann Multimedia Gr,nla,Omidyar Network,"Rd, Gurugram, Haryana 122003; Gurgaon,",~9% | 9% | ~9% | -9% | 9% | -16 % | -16% | 1% | 75% | 75 % | 791%,"save | hide | Bijak | Jul 28, 2025 12.57 PM | connects farmers and traders with market: _ | Bijak is an agricultural trading company that | connects farmers and traders with market _. | bijak in | bijak.in | 201-500 | 303 | India | Haryana | Gurugram | bijakapp | Load contacts | ntacts | Venture Capital | 2019 | 33.7 | 19.4 | Jan 19, 2022 | Series | Bertelsmann Multimedia Gr | nla | Omidyar Network | nla | nfa | nla | nfa | nla | nla | ~9% | 9% | ~9% | -9% | 9% | -16 % | -16% | nla | nfa | 1% | 75% | 75 % | 791% | nla | 6th | Sector | 6th Floor; Delta tower; Plot No.54; Delta Tower; Plot No. 54, | Sector 44 Rd, Gurugram, Haryana 122003; Gurgaon; Haryana. | Floor, | 44 | Delta tower; Plot No.54; Delta Tower; Plot No. 54, | Rd, Gurugram, Haryana 122003; Gurgaon, | Harvana _. | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nla | nla"
2,65,save | hide,ONES.com,"Jul 28, 2025 12.57 PM",company that offers company that offers a comprehensive__ ONES.com is = software development compre ensive ones com ones.com San Jose ~srart-ones srnart-ones,ONES.com,201-500,155,United States,(USA),California,Venture Capital,2015,2015,109,"Sep 21,2021",,,,,"San Jose, California, US",~0% | -0% | 5% | 5 % | 4% | 4% | 108 % | 108%,"save | hide | ONES.com | Jul 28, 2025 12.57 PM | Jul 28,2025 12.57 PM | company that offers | company that offers a comprehensive__ | ONES.com is = | ONES.com | software development | compre | ensive | ones com | ones.com | 201-500 | 155 | United States | (USA) | California | San Jose | ~srart-ones | srnart-ones | Load contacts | ntacts | Venture Capital | 2015 | 109 | 50 | Sep 21,2021 | Sep 21, 2021 | Series C | Gic | nla | SoftBank Investme | nla | nla | nla | 26 | nla | ~0% | -0% | 5% | 5 % | 4% | 4% | nla | nla | nla | 108 % | 108% | San Jose, California, US | nla | nla | nla | nla | ~nla | nla"
2,66,save | hide,IndicaOnline POS Software,"Jul 28, 2025 12.57 PM",IndicaOnline specializing cannabis technology solution __ cannabis technology softwar software company company solution _ indicaonline com Los Angeles indicaonline,,51-200,,United States,(USA),California,Venture Capital,2011,2011,2018,May 2018,Series,nla,nla,nla,"6464 W Sunset Blvd; Los Angeles, California, US",~6% | 6% | 7% | 7%/ | -17% | 17% | 12% | 133% | 211% | 180% | ~24% | -24%,"save | hide | IndicaOnline POS Software | Jul 28, 2025 12.57 PM | IndicaOnline | specializing | cannabis technology solution __ | cannabis technology | softwar | software company | company | solution _ | indicaonline com | 51-200 | United States | (USA) | California | Los Angeles | indicaonline | Load contacts | ntacts | Venture Capital | 2011 | nla | May | 2018 | Series | nla | nla | nla | nla; | nla | nla | nla | nla | ~6% | 6% | 7% | 7%/ | -17% | 17% | 12% | 133% | 211% | 180% | ~24% | -24% | 6464 W Sunset Blvd; Los Angeles, California, US | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
2,67,save | hide,Kleene.ai,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM ~solutions provider that offers solutions provider that offers Kleene.ai is ~data management ad Al data management and Al range of__ range of_.. kleene: kleene.ai (UK) minoro",Kleene.ai,51-200,,United Kingdom,England,London,Venture Capital,2017,2017,16.1,Nov = 2021,Series,Episode 1 Ventures,Episode,Ventures,"32-38 Leman Street, Aldgate East; Aldgate East; London,",~5% | 5% | -12% | ~14% | -14% | ~25% | ~46% | -46% | 6% | -15%,"save | hide | Kleeneai | Kleene.ai | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | ~solutions provider that offers | solutions provider that offers | Kleene.ai is | ~data management ad Al | data management and Al | range of__ | range of_.. | kleene: | kleene.ai | 51-200 | (UK) | United Kingdom | England | London | minoro | Load contacts | ntacts | Venture Capital | 2017 | 16.1 | Nov | Nov = | 2021 | Series | Episode 1 Ventures | Episode | Ventures | nfa | nla | Octopus Ventures | nla | nla | nla | nla | nfa | ~5% | 5% | -12% | ~14% | -14% | -142 | ~25% | ~46% | -46% | 6% | nfa | nla | -15% | 32-38 Leman Street, Aldgate East; Aldgate East; London; | London E1 8EW; GB | 32-38 Leman Street, Aldgate East; Aldgate East; London, | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nfa | nla"
2,68,save,FarmERPe,"Jul 28, 2025 12.57 PM",FarmERP ~company that provides innovative farm __ FarmERP is an agriculture technology company that provides innovative farm __ an agriculture technology farmerp com farmerp-smart - platform,farmerp.com,51-200,,India,Maharashtra,Pune,Venture Capital,2001,2001,,"Dec 29, 2019",Series,TechnoGen IT Services Ind,nla,TechnoGen IT Ser,"Unit No. 17, Znd Floor; Electronic Co-operative Estate Ltd ; Pune",-2% | -18% | -18 % | ~15% | -15% | -28% | 126% | 115% | 152% | 2%,"save | Khide | FarmERPG | FarmERPe | Jul 28, 2025 12.57 PM | FarmERP | ~company that provides innovative farm __ | FarmERP is an agriculture technology | company that provides innovative farm __ | an agriculture technology | farmerp com | farmerp.com | 51-200 | India | Maharashtra | Pune | farmerp-smart - | platform | Load contacts | ntacts | Venture Capital | 2001 | nla | Dec 29, 2019 | Series | TechnoGen IT Services Ind | nla | TechnoGen IT Ser | nla | nfa | nla | nfa | nla | nla | -2% | -18% | -18 % | ~15% | -15% | -28% | 126% | 115% | 152% | 2% | maharashtra 411009, IN | maharashtra 411009, | Unit No. 17, Znd Floor; Electronic Co-operative Estate Ltd ; Pune | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
