page,text,confidence,x0,y0,x1,y1
1,distribution automation solutions:,0.839972938482505,684,659,876,673
1,Autone is,0.9961635406976312,684,684,743,701
1,white-collar service company,0.9950984200724602,749,684,926,701
1,United Kingdom,0.9331668851513433,1534,684,1631,701
1,5 %,0.48112221274954237,4219,691,4244,711
1,autone,0.9999943546257334,221,694,268,711
1,"Jul 28, 2025 12.57 PM",0.745670005558913,526,694,656,711
1,autone.io,0.8853938586590437,1164,694,1226,708
1,51-200,0.727171552304066,1339,694,1383,708
1,England,0.9999835541964861,1644,694,1696,711
1,London,0.9999766397841181,1764,694,1813,708
1,alitoneautone,0.8190440129304813,1874,694,1961,708
1,Load contacts,0.9826089996492959,2024,694,2111,708
1,ntacts,0.971853460062411,2073,694,2111,711
1,Venture Capital,0.8736718316166379,2134,694,2229,711
1,2021,0.9999998211860657,2254,694,2288,711
1,21.2,0.6386533314722528,2434,694,2464,708
1,16.9,0.9813445037173664,2604,694,2631,706
1,"Oct 15, 2024",0.731241541111047,2697,694,2774,711
1,Series,0.9989033467141403,2784,694,2826,711
1,2100 Ventures,0.9999151985420963,2934,694,3021,711
1,nla,0.4434554652635084,3104,694,3129,711
1,Motier Ventures,0.999918725764098,3234,694,3331,708
1,nla,0.4624559027683478,3354,694,3379,711
1,nla,0.5752180205161952,3579,694,3604,711
1,nja,0.2738893986112754,3614,694,3639,708
1,nja,0.25291034424536024,3994,694,4019,708
1,27%,0.989321544705673,4393,694,4423,708
